Committee_Id,Committee_Name,Link_Image,Committee_Election_State,Committee_Election_District,Report_Type,Receipt_Date,Coverage_Start_Date,Coverage_End_Date,Quarterly_Contribution,Semi_Annual_Contribution
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020693321+0","","","OCTOBER QUARTERLY","09-OCT-12","01-JUL-12","30-SEP-12","24000","0"
"C00367284","BATTLES FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12954295609+0","","","OCTOBER QUARTERLY","08-OCT-12","01-JUL-12","30-SEP-12","0","0"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12972461691+0","","","OCTOBER QUARTERLY","05-OCT-12","01-JUL-12","30-SEP-12","17900","0"
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12953674499+0","","","QUARTERLY MID-YEAR / SEMI-ANN","24-SEP-12","01-JAN-12","30-JUN-12","51527","51527"
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12953674501+0","AZ","04","PRE-PRIMARY","24-SEP-12","01-JUL-12","08-AUG-12","79810","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020672234+0","","","SEPTEMBER MONTHLY","20-SEP-12","01-AUG-12","31-AUG-12","0",""
"C00529982","COMMITTEE TO ELECT JONATHAN FRANK BLAS DIAZ","http://docquery.fec.gov/cgi-bin/fecimg/?_12030890376+0","","","PRE-GENERAL","18-SEP-12","01-AUG-12","30-NOV-12","0","0"
"C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972112445+0","AZ","","PRE-PRIMARY","24-AUG-12","01-JUL-12","08-AUG-12","0","0"
"C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952843245+0","","","JULY QUARTERLY / SEMI-ANNUAL","24-AUG-12","01-APR-12","30-JUN-12","5909","63170"
"C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020641334+0","MA","00","PRE-PRIMARY","22-AUG-12","01-JUL-12","17-AUG-12","",""
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020630397+0","","","AUGUST MONTHLY","20-AUG-12","01-JUL-12","31-JUL-12","33600",""
"C00515767","ALASKANS4DOUG","http://docquery.fec.gov/cgi-bin/fecimg/?_12952671383+0","","","JULY QUARTERLY / SEMI-ANNUAL","19-AUG-12","01-APR-12","30-JUN-12","0","0"
"C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972041085+0","AZ","","PRE-PRIMARY","17-AUG-12","01-JUL-12","08-AUG-12","0","0"
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952652613+0","AZ","04","PRE-PRIMARY","16-AUG-12","01-JUL-12","08-AUG-12","78785","0"
"C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12952629229+0","","","QUARTERLY MID-YEAR / SEMI-ANN","12-AUG-12","01-JAN-12","30-JUN-12","186240","186240"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020614781+0","","","JULY QUARTERLY","06-AUG-12","01-APR-12","30-JUN-12","29500","0"
"C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952612881+0","","","JULY QUARTERLY / SEMI-ANNUAL","03-AUG-12","01-APR-12","30-JUN-12","5909","63170"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020614150+0","WI","00","JULY QUARTERLY","03-AUG-12","01-JAN-12","30-JUN-12","157641","157641"
"C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020611138+0","CA","","JULY QUARTERLY / SEMI-ANNUAL","27-JUL-12","19-MAY-12","30-JUN-12","31193","31193"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020590006+0","","","JULY MONTHLY","20-JUL-12","01-JUN-12","30-JUN-12","213463","1535918"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020590001+0","","","FEBRUARY MONTHLY","20-JUL-12","01-JAN-12","31-JAN-12","559750",""
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12971817374+0","","","JULY MONTHLY / SEMI-ANNUAL","20-JUL-12","01-JUN-12","30-JUN-12","0","353000"
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12952541648+0","","","JULY MONTHLY / SEMI-ANNUAL","20-JUL-12","01-JUN-12","30-JUN-12","0","1092396.69"
"C00327395","SEARCHLIGHT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_12971707693+0","DC","","JULY MONTHLY / SEMI-ANNUAL","20-JUL-12","01-JUN-12","30-JUN-12","22500","141750"
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971673929+0","","","QUARTERLY MID-YEAR / SEMI-ANN","18-JUL-12","01-JAN-12","30-JUN-12","50777","50777"
"C00516708","MAGGIE BROOKS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971668797+0","NY","25","QUARTERLY SEMI-ANNUAL (MY)","17-JUL-12","07-JUN-12","30-JUN-12","19200","19200"
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952497675+0","","","QUARTERLY MID-YEAR / SEMI-ANN","16-JUL-12","01-JAN-12","30-JUN-12","50777","50777"
"C00512970","JOE KENNEDY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971460293+0","MA","04","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-12","01-APR-12","30-JUN-12","20200","26000"
"C00518282","ROMNEY VICTORY INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12971461774+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-12","01-APR-12","30-JUN-12","2162355","2162355"
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12952449989+0","NY","05","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-12","01-APR-12","30-JUN-12","0","0"
"C00504704","CRAMER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952469651+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-12","24-MAY-12","30-JUN-12","41178","41463"
"C00516047","ANGUS KING FOR US SENATE CAMPAIGN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020564471+0","","","JULY QUARTERLY / SEMI-ANNUAL","14-JUL-12","24-MAY-12","30-JUN-12","18000","18000"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12952442333+0","","","JULY QUARTERLY / SEMI-ANNUAL","14-JUL-12","01-APR-12","30-JUN-12","82500","657400"
"C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020520001+0","SC","","JULY QUARTERLY","14-JUL-12","01-APR-12","30-JUN-12","79660","134235"
"C00511907","INDEPENDENT PEOPLE PARTY","http://docquery.fec.gov/cgi-bin/fecimg/?_12030852084+0","","","JULY QUARTERLY / SEMI-ANNUAL","13-JUL-12","15-APR-12","15-JUL-12","3576",""
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020461813+0","NJ","00","JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12","0","31000"
"C00473751","ANN MARIE BUERKLE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971424161+0","NY","24","QUARTERLY SEMI-ANNUAL (MY)","13-JUL-12","07-JUN-12","30-JUN-12","2245","42878.45"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12952408395+0","","","JULY QUARTERLY / SEMI-ANNUAL","13-JUL-12","01-APR-12","30-JUN-12","168400","168400"
"C00420760","FRIENDS OF MAZIE HIRONO","http://docquery.fec.gov/cgi-bin/fecimg/?_12020554014+0","HI","00","JULY QUARTERLY / SEMI-ANNUAL","13-JUL-12","01-APR-12","30-JUN-12","0","18084"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020441280+0","OH","00","JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12","17666","40355"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_12020520197+0","NY","00","JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12","21000","21000"
"C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020530001+0","MA","00","JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12","76540","119939"
"C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020520521+0","ND","","JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12","19509","23164"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020433737+0","","","JULY QUARTERLY","12-JUL-12","01-APR-12","30-JUN-12","29500","0"
"C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020510110+0","MO","00","JULY QUARTERLY","12-JUL-12","01-APR-12","30-JUN-12","34000","84250"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020542659+0","WI","00","JULY QUARTERLY","12-JUL-12","01-APR-12","30-JUN-12","79453",""
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952297102+0","CA","","QUARTERLY SEMI-ANNUAL (MY)","11-JUL-12","01-APR-12","30-JUN-12","0","81952.08"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952297100+0","CA","","QUARTERLY SEMI-ANNUAL (MY)","11-JUL-12","01-APR-12","30-JUN-12","0","81952.08"
"C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12952264526+0","NC","08","PRE-RUN-OFF","05-JUL-12","19-APR-12","27-JUN-12","143146","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020402431+0","","","JUNE MONTHLY","20-JUN-12","01-MAY-12","31-MAY-12","30800",""
"C00473751","ANN MARIE BUERKLE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952120823+0","NY","25","PRE-PRIMARY","14-JUN-12","01-APR-12","06-JUN-12","36274.45","0"
"C00504704","CRAMER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12951933756+0","ND","01","PRE-PRIMARY","31-MAY-12","01-APR-12","23-MAY-12","0","0"
"C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12951888709+0","","","JULY QUARTERLY / SEMI-ANNUAL","23-MAY-12","01-APR-11","30-JUN-11","25000","25000"
"C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12951888962+0","","","QUARTERLY YEAR END / SEMI-ANN","23-MAY-12","01-JUL-11","31-DEC-11","34000","34000"
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12971245980+0","","","MAY MONTHLY","20-MAY-12","01-APR-12","30-APR-12","130260","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020370001+0","","","MAY MONTHLY","18-MAY-12","01-APR-12","30-APR-12","0",""
"C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971212677+0","","","APRIL QUARTERLY","10-MAY-12","01-JAN-12","31-MAR-12","57261","0"
"C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12951660055+0","","","QUARTERLY YEAR END / SEMI-ANN","10-MAY-12","01-OCT-11","31-DEC-11","51663.76","54213.76"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020340010+0","","","APRIL MONTHLY","20-APR-12","01-MAR-12","31-MAR-12","109363",""
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12951542327+0","","","APRIL MONTHLY","20-APR-12","01-MAR-12","31-MAR-12","49288","0"
"C00327395","SEARCHLIGHT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_12951540545+0","DC","","MARCH MONTHLY","20-APR-12","01-MAR-12","31-MAR-12","21500","0"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12971117504+0","","","APRIL MONTHLY","17-APR-12","01-MAR-12","31-MAR-12","73000","0"
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12951428272+0","NY","05","APRIL QUARTERLY","15-APR-12","01-JAN-12","31-MAR-12","0","0"
"C00326801","TAMMY BALDWIN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020283793+0","WI","00","APRIL QUARTERLY","14-APR-12","01-JAN-12","31-MAR-12","65510",""
"C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020291256+0","SC","","APRIL QUARTERLY","14-APR-12","01-JAN-12","31-MAR-12","54575","54575"
"C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12951421113+0","","","APRIL QUARTERLY","14-APR-12","01-JAN-12","31-MAR-12","28139","0"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970932307+0","","","APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12","574900","0"
"C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020272375+0","MO","00","APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12","33000",""
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020234333+0","NJ","00","APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12","31000",""
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020213124+0","","","APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12","421687","0"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970900364+0","CA","","APRIL QUARTERLY","12-APR-12","01-JAN-12","31-MAR-12","74671.47","0"
"C00327395","SEARCHLIGHT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_12970876535+0","DC","","FEBRUARY MONTHLY","11-APR-12","01-FEB-12","29-FEB-12","73250","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020190942+0","","","MARCH MONTHLY","20-MAR-12","01-FEB-12","29-FEB-12","326350",""
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12951309213+0","","","MARCH MONTHLY","20-MAR-12","01-FEB-12","29-FEB-12","545005","0"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970751195+0","","","MARCH MONTHLY","19-MAR-12","01-FEB-12","29-FEB-12","127250","0"
"C00499350","DEWHURST FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020174135+0","TX","","QUARTERLY YEAR END / SEMI-ANN","22-FEB-12","01-OCT-11","31-DEC-11","0","100100"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950634604+0","","","QUARTERLY YEAR END / SEMI-ANN","21-FEB-12","01-JUL-11","31-DEC-11","24755","24755"
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12950549277+0","","","FEBRUARY MONTHLY","20-FEB-12","01-JAN-12","31-JAN-12","163645","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020172732+0","","","FEBRUARY MONTHLY","17-FEB-12","01-JAN-12","31-JAN-12","537250",""
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970432491+0","","","FEBRUARY MONTHLY","17-FEB-12","01-JAN-12","31-JAN-12","76500","0"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970424712+0","","","QUARTERLY YEAR END / SEMI-ANN","15-FEB-12","01-JUL-11","31-DEC-11","0","191600"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950446009+0","","","QUARTERLY MID-YEAR / SEMI-ANN","09-FEB-12","01-JAN-11","30-JUN-11","215000","215000"
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12970203929+0","NY","05","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-12","01-OCT-11","31-DEC-11","0","0"
"C00505982","PEOPLE FOR ENDING POVERTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12030724015+0","","","YEAR-END","31-JAN-12","01-NOV-11","31-JAN-12","0","0"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020053100+0","OH","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","36836","129538"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_12950319561+0","DC","","MONTHLY SEMI-ANNUAL (YE)","31-JAN-12","01-DEC-11","30-DEC-11","0","49900"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950385900+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-JUL-11","31-DEC-11","0","30800"
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12970326664+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","1179818","1647853"
"C00313684","RUSH HOLT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970340958+0","NJ","12","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","2752","59265"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950420077+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","0","191600"
"C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970345609+0","MA","07","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-12","01-OCT-11","31-DEC-11","0","0"
"C00264564","MENENDEZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020100716+0","NJ","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","0","94343"
"C00349217","CARPER FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020100720+0","DE","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","21700","21700"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020092343+0","","","MONTHLY YEAR END / SEMI-ANNUAL","31-JAN-12","01-DEC-11","31-DEC-11","0","105900"
"C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020141421+0","SC","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","61500","61500"
"C00344473","STABENOW FOR US SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020131069+0","MI","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11","19000","19000"
"C00420760","FRIENDS OF MAZIE HIRONO","http://docquery.fec.gov/cgi-bin/fecimg/?_12020142642+0","HI","00","QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-OCT-11","31-DEC-11","13923","27809"
"C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950270998+0","","","JULY QUARTERLY / SEMI-ANNUAL","30-JAN-12","01-APR-11","30-JUN-11","25000","25000"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020041483+0","","","QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-JUL-11","31-DEC-11","0","203400"
"C00500587","RICKPERRY.ORG INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12970203581+0","","","QUARTERLY SEMI-ANNUAL (YE)","30-JAN-12","01-OCT-11","31-DEC-11","117250","194250"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950272474+0","","","OCTOBER QUARTERLY","30-JAN-12","01-JUL-11","30-SEP-11","24755","0"
"C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970196845+0","","","QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-JUL-11","31-DEC-11","34000","34000"
"C00506725","72ND AREA WIDE DEMOCRATIC ALLIANCE ","http://docquery.fec.gov/cgi-bin/fecimg/?_12030704026+0","","","QUARTERLY SEMI-ANNUAL (YE)","17-JAN-12","","","","734"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020481102+0","","","DECEMBER MONTHLY","20-DEC-11","01-NOV-11","30-NOV-11","0",""
"C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030691310+0","","","OCTOBER QUARTERLY","21-NOV-11","16-JUL-11","15-OCT-11","",""
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020470001+0","","","NOVEMBER MONTHLY","18-NOV-11","01-OCT-11","31-OCT-11","0",""
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_11952874320+0","DC","","NOVEMBER MONTHLY","17-NOV-11","01-OCT-11","31-OCT-11","40500","0"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_11971832248+0","","","OCTOBER QUARTERLY","11-NOV-11","01-JUL-11","30-SEP-11","24755","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020451012+0","DC","","OCTOBER MONTHLY","20-OCT-11","01-SEP-11","30-SEP-11","29500",""
"C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030680068+0","","","OCTOBER QUARTERLY","19-OCT-11","16-JUL-11","15-OCT-11","5000",""
"C00499350","DEWHURST FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_11020453567+0","TX","","OCTOBER QUARTERLY","17-OCT-11","01-JUL-11","30-SEP-11","100100","0"
"C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11971633187+0","MA","07","OCTOBER QUARTERLY","16-OCT-11","01-JUL-11","30-SEP-11","0","0"
"C00500587","RICKPERRY.ORG INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11952643198+0","","","OCTOBER QUARTERLY","15-OCT-11","01-JUL-11","30-SEP-11","77000","0"
"C00313684","RUSH HOLT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11952644736+0","NJ","12","OCTOBER QUARTERLY","15-OCT-11","01-JUL-11","30-SEP-11","56513","0"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_11971596181+0","","","OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11","24755","0"
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020401573+0","NJ","00","OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11","73700",""
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_11020374516+0","OH","00","OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11","86061",""
"C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11971587459+0","","","OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11","479660","0"
"C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11952551636+0","NY","05","OCTOBER QUARTERLY","12-OCT-11","01-JUL-11","30-SEP-11","0","0"
"C00260547","BACHUS FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11952501157+0","AL","06","JULY QUARTERLY / SEMI-ANNUAL","03-OCT-11","01-JAN-11","30-JUN-11","28150","28150"
"C00490938","SAVIOR PRESIDENTIAL COMMITTEE (USA) 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_11030671189+0","","","OCTOBER QUARTERLY","02-OCT-11","15-JUL-11","01-OCT-11","",""
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020350962+0","","","SEPTEMBER MONTHLY","20-SEP-11","01-AUG-11","31-AUG-11","0",""
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020332139+0","NJ","00","JULY QUARTERLY / SEMI-ANNUAL","30-AUG-11","01-APR-11","30-JUN-11","0","101775"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020330001+0","","","AUGUST MONTHLY","19-AUG-11","01-JUL-11","31-JUL-11","0",""
"C00257956","BOB GOODLATTE FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932136209+0","","06","","30-JUL-11","01-JAN-11","30-JUN-11","41500","41500"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932130484+0","","","QUARTERLY MID-YEAR / SEMI-ANN","29-JUL-11","01-JAN-11","30-JUN-11","0","237900"
